user_id,post_md_like_mean,post_md_like_std,post_md_retweet_mean,post_md_retweet_std,post_md_reply_mean,post_md_reply_std,post_md_quote_mean,post_md_quote_std,post_text_length_mean,post_text_length_std,post_sentiment_score_mean,post_sentiment_score_std,post_sentiment_numeric_mean,post_sentiment_numeric_std,post_sentiment_numeric_prop_positive,post_sentiment_numeric_prop_neutral,post_sentiment_numeric_prop_negative
0001B2D9-59A7-464E-9427-704DAB4677A7,6.5,16.36306817195357,,,0.0,0.0,,,,,,,,,,,
0008C48D-E99A-4E6A-AF0C-86E8CE896D0B,12.95,3.2322592717787972,,,1.85,2.515452245621053,,,,,,,,,,,
000A53DD-11AB-471F-9992-77B9A32CF0F9,0.65,0.47696960070847283,,,0.0,0.0,,,,,,,,,,,
00118AEC-44A5-4965-BFB5-7D8698F5F1CA,11.95,8.114647250497091,,,1.1,0.8888194417315589,,,,,,,,,,,
001632FB-C5BE-4627-BA96-B460E9C7508E,12.8,4.833218389437829,,,0.35,0.9630680142129111,,,,,,,,,,,
0026A0BD-63BA-44B4-9BF2-1D57695C84E8,2.55,1.023474474522936,,,0.2,0.4000000000000001,,,,,,,,,,,
0030073F-B76E-4FA1-A3F7-45708C39A4B5,1.7,0.714142842854285,,,0.05,0.21794494717703364,,,,,,,,,,,
00363029-AF2F-435F-9341-CF4A00E1AC76,2.0,0.0,,,0.0,0.0,,,,,,,,,,,
004298E2-B261-4FB7-B18F-3D05468A0F56,14.636363636363637,26.42062805417122,,,0.18181818181818182,0.385694607919935,,,,,,,,,,,
005C0506-9755-485F-A74B-636A5A2D39C2,11.545454545454545,5.4998121680924275,,,1.3636363636363635,0.6428243465332251,,,,,,,,,,,
006E2287-42F0-4597-ACFF-C3F6D0192AD4,9.35,1.8781639970992947,,,1.1,1.6093476939431082,,,,,,,,,,,
007FEA55-E425-4993-B7BE-CFDB1284A07E,2.45,1.7457090250096092,,,0.0,0.0,,,,,,,,,,,
00821321-FE8A-4C8C-BCED-0D1E1087CA1E,0.05,0.21794494717703364,,,0.0,0.0,,,,,,,,,,,
00865179-88E5-4766-8659-B2EDC8D4B70F,3.15,0.5722761571129799,,,0.45,0.8046738469715542,,,,,,,,,,,
0096096A-BB42-48CF-AB98-3C7ACD0296BC,0.1,0.30000000000000004,,,0.0,0.0,,,,,,,,,,,
009A4B02-4120-452E-890F-C9E3704E7C38,1.1,0.9949874371066201,,,0.0,0.0,,,,,,,,,,,
00D3D5AF-7031-46C6-B757-A48C307C5149,140.5,115.5,,,5.5,3.5,,,,,,,,,,,
00D5E612-D356-44DA-93BF-57A478C2BC04,1.4,1.0677078252031311,,,1.25,2.2332711434127295,,,,,,,,,,,
0104D45D-4D33-48DD-BEF1-7E848CF575F3,10.25,6.869315832017043,,,0.0,0.0,,,,,,,,,,,
0119AB9F-0194-47B3-A123-91AA335713F9,12.0,0.0,,,0.0,0.0,,,,,,,,,,,
011EF4EC-2BFE-4A9A-907B-A4F0DE30EF29,1.375,0.8569568250501305,,,0.125,0.33071891388307384,,,,,,,,,,,
011FE54F-1F2E-4696-877A-9614F44E03E0,0.6666666666666666,0.4714045207910317,,,0.0,0.0,,,,,,,,,,,
01412D08-25AD-4701-B185-1F4BAD8A0360,3.8181818181818183,4.52906134802951,,,0.0,0.0,,,,,,,,,,,
01594178-68F2-4594-821E-2100411681D6,0.5,0.5,,,0.0,0.0,,,,,,,,,,,
015C6A5A-8585-40C4-A843-9BE22EA4408F,3.642857142857143,4.9368460558935645,,,0.14285714285714285,0.5150787536377127,,,,,,,,,,,
0163CE83-F083-4BEA-A56C-D0ACFC057AA5,6.15,1.9045996954740911,,,1.55,3.57036412708844,,,,,,,,,,,
01790762-CB4F-48B3-AAFF-4AAA55DFA9B5,7.8,2.0149441679609885,,,0.0,0.0,,,,,,,,,,,
0188B7DE-58DA-486C-8E68-43E15141823C,5.888888888888889,7.163866808806609,,,0.1111111111111111,0.3142696805273545,,,,,,,,,,,
01A3B15F-989E-48C3-BA4E-8D11BD425F73,1.1,0.3,,,0.0,0.0,,,,,,,,,,,
01A7F044-FC94-4F6D-B34D-1AF80967E7EA,13.5,4.4777226354476225,,,1.8,2.1587033144922905,,,,,,,,,,,
01B38DFF-868C-4A13-8C31-46AA1EA6F369,1355.3125,4330.724444575498,,,74.25,195.74776499362642,,,,,,,,,,,
01C4B066-0C75-4512-95E9-B6805FB14A74,4.6,1.624807680927192,,,0.0,0.0,,,,,,,,,,,
01D7F127-0500-46FE-9A22-51F24F09431D,15.6,3.4409301068170506,,,0.0,0.0,,,,,,,,,,,
01F0FE27-0363-40E5-B85F-0B807005C2BA,2.7,0.6403124237432849,,,0.1,0.30000000000000004,,,,,,,,,,,
020A3FDA-E0CA-4595-AF0A-BB34C7019C17,1.8,0.6782329983125269,,,0.0,0.0,,,,,,,,,,,
0229116F-3CC9-4FAE-A7B5-21E3D5B42260,1.0,0.0,,,0.0,0.0,,,,,,,,,,,
022FB03A-8805-401D-907E-00A260D9194A,2.0,0.0,,,0.0,0.0,,,,,,,,,,,
025E5DD2-0040-44A7-8E26-4B910A3E2093,0.0,0.0,,,0.0,0.0,,,,,,,,,,,
02622E35-E75B-4A42-8B35-43A77D17CE38,2.1666666666666665,1.8333333333333333,,,0.1111111111111111,0.3142696805273545,,,,,,,,,,,
02719138-DD6A-4CB3-AA27-54ADD38F808A,1.6,0.5830951894845301,,,0.05,0.21794494717703364,,,,,,,,,,,
02D9BA6F-C15F-432A-9CB0-613883EB70FC,8.0,1.5118578920369088,,,1.1428571428571428,2.0303814862216996,,,,,,,,,,,
030BC107-9DE3-4949-82A3-5B3EF51AFA59,4.35,2.242208732477866,,,0.4,1.1135528725660042,,,,,,,,,,,
0312CFBF-D86B-4AD7-87A9-ABB52FB6E3C6,14.0,9.633275663033837,,,0.4,0.8000000000000002,,,,,,,,,,,
03228527-28EE-4448-A07E-38D52FE4D83D,3.5,1.118033988749895,,,0.0,0.0,,,,,,,,,,,
03242E6A-2F0F-4361-9A12-79CB823C0DBF,3.3076923076923075,0.9910845174403944,,,1.0769230769230769,1.5913969896597848,,,,,,,,,,,
034DCB57-0CBC-4906-9F94-0905583F515F,0.3157894736842105,0.464829519280413,,,0.0,0.0,,,,,,,,,,,
03752A7F-3022-4CBA-A8A7-A7CE17346C16,2.3,0.6403124237432849,,,0.2,0.4000000000000001,,,,,,,,,,,
03817936-C4D6-44F2-8145-208C704AF1E0,5.15,1.7109938632268673,,,0.3,0.714142842854285,,,,,,,,,,,
039B45EE-A439-4B25-898D-15518931B2E4,2.5,2.140872096444188,,,0.3333333333333333,0.74535599249993,,,,,,,,,,,
03AD21FE-CE19-4F1E-9870-5F7DBFF958FA,2.0,2.1908902300206643,,,0.05,0.21794494717703364,,,,,,,,,,,
03B520E5-B601-4B4B-B9FC-9DB01218B26F,1.5,0.6708203932499369,,,0.15,0.3570714214271425,,,,,,,,,,,
03D33F6D-E86A-48E3-A16B-0B1B18B6FE80,1.75,1.4448183276799889,,,0.2,0.5099019513592785,,,,,,,,,,,
03D3FBFE-1E54-4837-942B-A9C440839343,10.5,6.5,,,0.0,0.0,,,,,,,,,,,
03DDD3F7-D1BA-442A-B08B-0F3CAF294B00,0.9,0.8306623862918076,,,0.55,1.1169153951844337,,,,,,,,,,,
03EB366E-25FA-4C63-BE55-6D656E655573,1.5,0.5,,,0.0,0.0,,,,,,,,,,,
0430AE7F-2796-4DF7-A690-45B552CABA0F,3.05,1.2835497652993435,,,0.1,0.43588989435406733,,,,,,,,,,,
0438068D-8BD3-4787-A0F0-13FF465D9CD9,492.65,246.29987312217602,,,13.3,8.544588931013593,,,,,,,,,,,
043C87D7-D5B4-4F8F-9B6E-2DDA138B0A7C,0.2857142857142857,0.45175395145262565,,,0.0,0.0,,,,,,,,,,,
0443C88A-AB0F-4175-A122-85A1D7BB0A29,2.65,1.5898113095584647,,,0.05,0.21794494717703364,,,,,,,,,,,
0487BADA-33F3-4ECB-99E5-4E20222BA560,2.0,0.9486832980505138,,,0.25,0.6224949798994366,,,,,,,,,,,
049665DB-656E-47F0-B9F3-B33CD606DE85,45.0,0.0,,,0.0,0.0,,,,,,,,,,,
04C6231E-D219-4121-AD01-0B7EDE0BDB57,14.0,12.0,,,0.0,0.0,,,,,,,,,,,
04DA884D-960D-4594-A775-6FEBA783B7CD,0.75,0.82915619758885,,,0.0,0.0,,,,,,,,,,,
04DE75AA-5865-4131-929B-2AB92A58C256,3.111111111111111,1.0999438818457405,,,0.6666666666666666,1.247219128924647,,,,,,,,,,,
