user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,label
19335843,qubyte,0.0,6.0,0.0,0.0,6.0,2.584962500721156,Mark Everitt,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,server side + game software developer and one time quantum information scientist.,81.0,0.01452835811976224,0.014528358198069042,0.014528358078085358,0.014528358151955413,0.014528358019023926,0.014528358019023925,0.7239611905265845,0.01452836000765394,0.01452835817333382,0.014528358019023925,0.014528358516218384,0.014528358102613728,0.014528358019023926,0.014528358019023926,0.014528360568965162,0.01452835811781141,0.014528358019023926,0.014528358109184458,0.014528358058153478,0.01452835915746548,5.37989735354046,5.4680601411351315,0.9838767706793419,,5.71042701737487,,,False
14626600,adelamaide,0.0,10.0,0.0,0.0,10.0,2.4464393446710155,Amy Delamaide,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,helping out at the intersection of policy and practice. making meetings and conference calls more useful. trying not to take myself too seriously.,146.0,0.015465212119563185,0.015465212137349492,0.015465211998159718,0.015465211993018363,0.015465211993018372,0.015465212069374882,0.015465211996100433,0.015465211993018362,0.015465211993018363,0.015465216545458082,0.015465211993018362,0.7061609669319981,0.015465211996505053,0.01546521199838663,0.015465212005349206,0.015465212085626847,0.015465211993018363,0.015465211993018363,0.015465211993018363,0.01546521217198157,7.118826249062078,6.278521424165844,1.1338380118704263,,8.182279739259018,,,False
472301455,KeatonPatti,2.0,9.0,0.0,0.0,11.0,2.8453509366224368,Keaton Patti,2.0,9.0,0.0,1.0,12.0,3.0220552088742,0.0,0.0,2.0,future constellation.,21.0,0.02500000000000055,0.02500000000000055,0.5249999999649557,0.02500000000000055,0.025000000035034192,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,0.02500000000000055,6.416732282512326,5.723585101952381,1.1211036733468862,,6.395261598115449,,,False
1117124389,nickclement_,0.0,11.0,0.0,1.0,12.0,3.084962500721156,Nick Clement,2.0,9.0,0.0,1.0,12.0,3.4182958340544896,0.0,0.0,2.0,"instead of searching for a hundred reasons to quit, look at the thousand reasons not to.",88.0,0.018306776329622805,0.018306776329622805,0.018306776329622805,0.018306776329622805,0.01830677649712254,0.018306776329622805,0.018306776329622805,0.018306776329622805,0.018306776329622805,0.01830677706157268,0.018306776329622805,0.018306776329622805,0.018306776560103412,0.01830677647915906,0.018306776329622805,0.018306776329622805,0.6521712484577004,0.018306776329622805,0.018306776329622805,0.018306776329622805,4.983606621708336,5.187385805840755,0.960716400946509,,6.519147287940395,,,False
17801629,BoloBoffin,2.0,8.0,0.0,0.0,10.0,2.446439344671015,Joseph Nobles,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,mendacity pointed out while-u-wait. liberated by science! gay. atheist. liberal. screenwriter. rt usually = wtf or oop. http://t.co/gywtfirvqb,142.0,0.7236315540829509,0.014545707373716505,0.014545707373716505,0.014545707534897085,0.014545707681864018,0.014545710655734175,0.014545707401982166,0.014545707373716505,0.014545708104504678,0.014545708076284778,0.014545707450440313,0.014545707476323135,0.01454570740595805,0.014545707546418879,0.014545707437410196,0.014545707453567449,0.014545707373716505,0.014545707373716505,0.014545707449365277,0.014545707373716505,6.9167150203536085,7.471363088187097,0.9257634702949402,,6.8001700683022,,,False
25578056,rachelfberry,0.0,12.0,0.0,0.0,12.0,3.0220552088742,Rachel Berry,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,former londoner embarking on a kiwi adventure!,46.0,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.5249999999999824,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,0.025000000000000917,5.2832037287379885,5.91350300563827,0.8934135526270439,,6.595780513961311,,,False
576967621,GulasMehmet,2.0,9.0,0.0,0.0,11.0,3.277613436819116,Mehmet Emin Gülas,3.0,12.0,0.0,2.0,17.0,3.734521664779752,0.0,0.0,3.0,i̇stanbul aydın üniversitesi i̇nşaat mühendisliği #hemşi̇nli̇#f&f instagram:mehmetgulas,87.0,0.02500000000000022,0.02500000000000022,0.025000000043040628,0.02500000000000022,0.025000000126416608,0.025000000011001233,0.025000000041014662,0.0250000000562658,0.02500000000000022,0.02500000000000022,0.025000000012568215,0.025000000150361083,0.025000000069010906,0.025000008136114447,0.02500000000000022,0.02500000000000022,0.02500000000000022,0.02500000000000022,0.524999991354204,0.02500000000000022,5.247024072160486,4.867534450455582,1.077963417735931,,7.9294865233142895,,,False
2688868016,saquus,0.0,6.0,0.0,0.0,6.0,1.9182958340544896,Phillip Dawson,2.0,11.0,0.0,1.0,14.0,3.521640636343319,0.0,0.0,2.0,56 yr old guy who accidentally ended up with a  twitter account; and i'm loving it. most images shared here are taken by others.,128.0,0.015505663631231759,0.01550566389431298,0.015505663631231759,0.3159576976374535,0.015505663742132128,0.015505663643242278,0.015505663631231759,0.4049403554161137,0.015505663642655099,0.015505663784817394,0.015505663715220273,0.01550566363722284,0.015505664464029347,0.0155056636557897,0.015505663631231762,0.015505663713465996,0.015505663631231759,0.015505663631231759,0.015505663633508037,0.015505663632646315,4.0943445622221,4.897839799950911,0.8359490570236977,,4.795790545596741,,,False
134172658,franwords,0.0,9.0,0.0,0.0,9.0,2.94770277922009,F.T.S-H-D-M,6.0,0.0,0.0,5.0,11.0,2.845350936622437,0.0,0.0,1.0,poet. illustrator. artist.pianist. soundcloud/franwords,55.0,0.020743700272854642,0.020743700309324747,0.020743700272854642,0.020743700406345225,0.020743700272854642,0.020743700272854642,0.020743701029452926,0.020743700272854642,0.6058696937199213,0.020743700272854642,0.020743700272854642,0.020743700272854642,0.020743700272854642,0.020743700272854642,0.020743700272854642,0.020743700325240796,0.020743700272854642,0.020743700272854642,0.020743700389750264,0.020743700272854642,6.556778356158042,7.404887575616125,0.8854662936070956,,3.332204510175204,,,False
588325943,Squarology,1.0,9.0,0.0,0.0,10.0,3.121928094887362,Squarology,1.0,9.0,0.0,0.0,10.0,3.121928094887362,0.0,0.0,1.0,luckiest guy in the world :),28.0,0.020764032363489837,0.020764032494629468,0.02076403239782439,0.020764032521181662,0.020764032363489837,0.020764032363489834,0.020764032363489834,0.020764032731566174,0.020764032363489837,0.020764032610832615,0.020764032411887054,0.020764032565283107,0.6054833832101111,0.020764032363489837,0.02076403251299603,0.02076403241854529,0.020764032363489837,0.020764032363489837,0.020764032853734685,0.020764032363489837,6.066108090103747,0.6931471805599453,8.751544059089097,,4.174387269895637,,,False
