,user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,label
0,19335843,qubyte,0.0,6.0,0.0,0.0,6.0,2.584962500721156,Mark Everitt,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,Server side + game software developer and one time Quantum Information Scientist.,81.0,216.0,236.0,0.9152542372881356,,301.0,,,False
1,14626600,adelamaide,0.0,10.0,0.0,0.0,10.0,2.4464393446710155,Amy Delamaide,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,Helping out at the intersection of policy and practice. Making meetings and conference calls more useful. Trying not to take myself too seriously.,146.0,1234.0,532.0,2.319548872180451,,3576.0,,,False
2,472301455,KeatonPatti,2.0,9.0,0.0,0.0,11.0,2.8453509366224368,Keaton Patti,2.0,9.0,0.0,1.0,12.0,3.0220552088742005,0.0,0.0,2.0,Future constellation.,21.0,611.0,305.0,2.00327868852459,,598.0,,,False
3,1117124389,nickclement_,0.0,11.0,0.0,1.0,12.0,3.084962500721156,Nick Clement,2.0,9.0,0.0,1.0,12.0,3.4182958340544896,0.0,0.0,2.0,"instead of searching for a hundred reasons to quit, look at the thousand reasons not to.",88.0,145.0,178.0,0.8146067415730337,,677.0,,,False
4,17801629,BoloBoffin,2.0,8.0,0.0,0.0,10.0,2.4464393446710155,Joseph Nobles,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,Mendacity pointed out while-u-wait. Liberated by science! Gay. Atheist. Liberal. Screenwriter. RT usually = WTF or Oop. http://t.co/gYwtFIrVqB,142.0,1008.0,1756.0,0.5740318906605922,,897.0,,,False
5,25578056,rachelfberry,0.0,12.0,0.0,0.0,12.0,3.0220552088742005,Rachel Berry,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,Former Londoner embarking on a kiwi adventure!,46.0,196.0,369.0,0.5311653116531165,,731.0,,,False
6,576967621,GulasMehmet,2.0,9.0,0.0,0.0,11.0,3.277613436819116,Mehmet Emin Gülas,3.0,12.0,0.0,2.0,17.0,3.7345216647797512,0.0,0.0,3.0,İstanbul Aydın Üniversitesi İnşaat Mühendisliği #HEMŞİNLİ#F&F instagram:mehmetgulas,83.0,189.0,129.0,1.4651162790697674,,2777.0,,,False
7,2688868016,saquus,0.0,6.0,0.0,0.0,6.0,1.9182958340544896,Phillip Dawson,2.0,11.0,0.0,1.0,14.0,3.521640636343318,0.0,0.0,2.0,56 yr old guy who accidentally ended up with a  twitter account; and I'm loving it. Most images shared here are taken by others.,128.0,59.0,133.0,0.4436090225563909,,120.0,,,False
8,134172658,franwords,0.0,9.0,0.0,0.0,9.0,2.94770277922009,F.T.S-H-D-M,6.0,0.0,0.0,5.0,11.0,2.8453509366224368,0.0,0.0,1.0,Poet. Illustrator. Artist.Pianist. soundcloud/franwords,55.0,703.0,1643.0,0.4278758368837492,,27.0,,,False
9,588325943,Squarology,1.0,9.0,0.0,0.0,10.0,3.1219280948873624,Squarology,1.0,9.0,0.0,0.0,10.0,3.1219280948873624,0.0,0.0,1.0,Luckiest guy in the world :),28.0,430.0,1.0,430.0,,64.0,,,False
10,88640630,viciousversace,0.0,14.0,0.0,0.0,14.0,3.0930692077718898,$,0.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,1.0,flawless mess,13.0,2340.0,302.0,7.748344370860927,,2220.0,,,False
11,753452635,ryandsparks,0.0,11.0,0.0,0.0,11.0,2.913977073182752,Ryan Sparks,2.0,8.0,0.0,1.0,11.0,3.277613436819116,0.0,0.0,2.0,"Somewhere between a crisis & a pretty good time // Eat, drink, write, overthink.",80.0,481.0,324.0,1.4845679012345678,,2145.0,,,False
12,2928010448,sugainmytae,0.0,11.0,0.0,0.0,11.0,3.277613436819116,lina,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,Yoongied af ☆ 방탄소년단 ☆ Taehyung's dumb ☆ Petition for #TRBinNZ JOHN KEY ARE YOU LISTENING,88.0,121.0,110.0,1.1,,1185.0,,,False
13,1375713390,supremebrwngrl,0.0,14.0,0.0,0.0,14.0,3.3248629576173565,Rajasthani Rani,2.0,12.0,0.0,1.0,15.0,2.9735572622751856,0.0,0.0,2.0,From the Land of Royalty | Bi WoC | Intersectional feminist | Indian food connoisseur | @globalwomenfm,102.0,772.0,185.0,4.172972972972973,,23349.0,,,False
14,2536750700,homegirleah,0.0,11.0,0.0,0.0,11.0,3.095795255000934,t h a l i a ♡,0.0,6.0,0.0,7.0,13.0,2.353533948577482,0.0,0.0,7.0,,3.0,65.0,221.0,0.2941176470588235,,830.0,,,False
15,176688197,GianRaoul,2.0,7.0,0.0,0.0,9.0,2.94770277922009,GianRaoúl dla Sierra,3.0,15.0,0.0,2.0,20.0,3.521928094887363,0.0,0.0,3.0,"A Dandy Arts/Culture/Foreign Affairs Journalist, Actor - Performer - Entertainer, Bit of a Divo &___________(fill it, dear). #MentalHeath Advocate",146.0,614.0,1170.0,0.5247863247863248,,275.0,,,False
16,572969576,pilotparson,0.0,11.0,0.0,0.0,11.0,3.095795255000934,pilot,0.0,5.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,Tx / 16 / Anime / Pisces IG:pilotparson,39.0,371.0,314.0,1.1815286624203822,,4326.0,,,False
17,556451163,itsjoseleigh,0.0,12.0,0.0,0.0,12.0,3.084962500721156,Jose Leigh,2.0,7.0,0.0,1.0,10.0,3.1219280948873624,0.0,0.0,2.0,bad boy good lips. (justin follow me 3/3/15 at 20:53) (austin follow me 29/4/15 at 19:57) #pdc,94.0,777.0,296.0,2.625,,82.0,,,False
18,296791685,viedeleon,0.0,9.0,0.0,0.0,9.0,2.6416041678685938,Vie♕,1.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,ig: viedeleon16 ⚓✈,18.0,477.0,301.0,1.584717607973422,,3103.0,,,False
19,148022818,nadeem1885,0.0,6.0,4.0,0.0,10.0,2.9219280948873623, Nadeem Mirza,2.0,9.0,0.0,2.0,13.0,3.238901256602631,0.0,0.0,2.0,"Associate Producer atCapital TV///Worked with  PTV , Waqt TV & Such Tv",70.0,222.0,237.0,0.9367088607594936,,79.0,,,False
20,2739111941,christie_ada,0.0,11.0,0.0,1.0,12.0,3.2516291673878226,c,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,0.0,1.0,,3.0,150.0,300.0,0.5,,867.0,,,False
21,283036840,crxwnxfthxrns,0.0,13.0,0.0,0.0,13.0,3.0269868333592878,Minnie,1.0,5.0,0.0,0.0,6.0,1.9182958340544896,0.0,0.0,1.0,Are you gonna be real embarrassed when a motherfucker wearing mascara knocks your fucking fake ass out right now,112.0,777.0,88.0,8.829545454545455,,3836.0,,,False
22,2714844633,teamlisthrop,0.0,12.0,0.0,0.0,12.0,3.4182958340544896,ya girl bri ☪,0.0,9.0,0.0,4.0,13.0,3.0269868333592878,1.0,0.0,4.0,"❝ but i just wanted to say teamlisthrop, thank you, you're like, the greatest twitter in the world and i love you ❞",115.0,189.0,178.0,1.0617977528089888,,2207.0,,,False
23,449613360,ilhamangel_,0.0,10.0,0.0,1.0,11.0,3.095795255000934, ilham ,0.0,5.0,0.0,2.0,7.0,2.521640636343318,0.0,0.0,1.0,ilham 23 year / painter  ❤  FB : http://t.co/BxHidrginT…    Instagram : http://t.co/dyFfNkvJ1Y,94.0,1232.0,270.0,4.562962962962963,,16802.0,,,False
24,2814084987,babe_Peaches,1.0,10.0,0.0,1.0,12.0,2.8553885422075336,Peaches ,1.0,6.0,0.0,1.0,8.0,2.75,0.0,0.0,1.0,NSFW UK camgirl http://t.co/MCLNZBYB3d Email peacheslefevre@gmail.com Gifts: http://t.co/dk6YcY2ZfV & http://t.co/VS0iOxVuu0 Buy panty: http://t.co/uLoLFKWj73,158.0,804.0,636.0,1.2641509433962264,,2134.0,,,False
25,2451796016,tristansilva_,0.0,12.0,0.0,1.0,13.0,3.0850551027564768,Yoncé,1.0,4.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,"You're born, you die, and in between you make a lot of mistakes, but Life is made up of years that mean nothing and moments that mean it all.",141.0,312.0,628.0,0.4968152866242038,,1893.0,,,False
26,2559890568,totalhowell,0.0,11.0,0.0,0.0,11.0,2.6635327548042547,juli(r)a(t),0.0,7.0,0.0,4.0,11.0,3.095795255000934,0.0,0.0,1.0,wow dan what a meme,19.0,2441.0,103.0,23.699029126213592,,26245.0,,,False
27,208913421,ArrahQ,2.0,4.0,0.0,0.0,6.0,2.2516291673878226,Arrah Camillia,2.0,11.0,0.0,1.0,14.0,3.0391486719030705,0.0,0.0,2.0,"reader/writer, sleeper/dreamer, an emotional girl who tries to be logical much to her own detriment.",100.0,147.0,138.0,1.065217391304348,,71.0,,,False
28,853279890,darchwjack,0.0,10.0,0.0,0.0,10.0,2.9219280948873623,OG jacko,2.0,5.0,0.0,1.0,8.0,3.0,0.0,0.0,2.0,Meninist | I dont do drugs. I am drugs - Salvador Dali.,55.0,459.0,389.0,1.179948586118252,,4399.0,,,False
29,85826876,KennaCarmon,2.0,9.0,0.0,0.0,11.0,2.8453509366224368,Kenna Carmon,2.0,9.0,0.0,1.0,12.0,3.0220552088742005,0.0,0.0,2.0,Her name is Kenna and she dances on the sand..,46.0,235.0,570.0,0.4122807017543859,,9.0,,,False
30,764731350,ChozLogs,2.0,6.0,0.0,0.0,8.0,2.75,Chloe Czolgosz,2.0,11.0,0.0,1.0,14.0,3.0391486719030705,0.0,0.0,2.0,"Life isn't short. It's the longest thing you'll ever do. Breakfast food is key. Keep your expectations high, and your heels even higher. Movie Expert. SAU 2018",159.0,691.0,458.0,1.5087336244541485,,11204.0,,,False
31,1244458130,TiahnaEra,2.0,7.0,0.0,0.0,9.0,2.6416041678685938,Ted,1.0,2.0,0.0,0.0,3.0,1.584962500721156,0.0,0.0,1.0,,3.0,254.0,333.0,0.7627627627627628,,15813.0,,,False
32,364732824,SuperJorielf1,2.0,10.0,1.0,0.0,13.0,3.3927474104487847,Marjorie ablao,1.0,12.0,0.0,1.0,14.0,3.1820058147602133,0.0,0.0,2.0,"♬ music lover,God's angel,    KPOP Fan  ELF|SONE|BLACKJACK",58.0,116.0,275.0,0.4218181818181818,,147.0,,,False
33,620404975,caffeinatednz,0.0,13.0,0.0,0.0,13.0,3.0850551027564768,Dave Craig,2.0,7.0,0.0,1.0,10.0,3.1219280948873624,0.0,0.0,2.0,"Retired coder. Used to be addicted to coffee. When I grow up I want to be an America's Cup skipper or a fighter pilot or a NZ Breaker, over.  Wearer of jandals.",160.0,2746.0,2547.0,1.0781311346682372,,2901.0,,,False
34,2320414572,theaugustkiddo,0.0,14.0,0.0,0.0,14.0,3.378783493486176,Angelo,1.0,5.0,0.0,0.0,6.0,2.584962500721156,0.0,0.0,1.0,Time-traveling.,15.0,182.0,117.0,1.5555555555555556,,136.0,,,False
35,1085834299,silentcharina,0.0,13.0,0.0,0.0,13.0,3.238901256602631,silent charina,0.0,13.0,0.0,1.0,14.0,3.378783493486176,0.0,0.0,2.0,IM ADDICTED TO KPOP AND ANIME LOVER ALSO♥ partime model♥showtime lover  ;) follow me and i'll follow you back ;) gamsahamnida ♥ AISHITERU♥,138.0,241.0,856.0,0.2815420560747663,,60.0,,,False
36,307161588,TwoTwoAlys,3.0,7.0,0.0,0.0,10.0,2.721928094887362,SkinnyCanWrite,3.0,11.0,0.0,0.0,14.0,3.3248629576173565,0.0,0.0,1.0,Sickness prevails though Saints have flourished in my city /Sordid stains mark their territory on my conscience but I talk of only beauty.,138.0,1414.0,151.0,9.364238410596029,,1562.0,,,False
37,632685533,vannahbabyyy_,0.0,12.0,0.0,1.0,13.0,2.661226256269789,vannah,0.0,6.0,0.0,0.0,6.0,1.9182958340544896,0.0,0.0,1.0,"God didn't create me to give a fuck abt you, tf. Fuck you, ya mama, yo uncle, ya grandma & yo dead homies, bitch☺ Now quit lurkin. WHOOOP",137.0,403.0,235.0,1.7148936170212763,,2530.0,,,False
38,166211662,ANDRESOHYES,11.0,0.0,0.0,0.0,11.0,3.095795255000934,✂,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0,1.0,,3.0,543.0,327.0,1.6605504587155964,,49956.0,,,False
39,71978714,lbpetersen,0.0,10.0,0.0,0.0,10.0,2.8464393446710154,bitterbite,0.0,10.0,0.0,0.0,10.0,2.246439344671016,0.0,0.0,1.0,"trust is earned, not given.",27.0,108.0,368.0,0.2934782608695652,,5405.0,,,False
40,842433025,Setenzas,1.0,7.0,0.0,0.0,8.0,2.75,Setenza,1.0,6.0,0.0,0.0,7.0,2.521640636343318,0.0,0.0,1.0,Kiana here just to say that I like to draw and talk about the latest video games!,81.0,66.0,76.0,0.868421052631579,,1662.0,,,False
41,2237494153,laedberongoy,0.0,12.0,0.0,0.0,12.0,3.2516291673878226,KristineLaeBerongoy,3.0,16.0,0.0,0.0,19.0,3.5766176449086657,0.0,0.0,1.0,Lady Spikers ✖ Green ✖ Ariana Grande,36.0,1025.0,873.0,1.1741122565864834,,7145.0,,,False
42,58450507,ackimmah,0.0,8.0,0.0,0.0,8.0,2.5,kc,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,pre-med student / De Villa,26.0,520.0,243.0,2.139917695473251,,2185.0,,,False
43,335821350,andi_napitupulu,0.0,14.0,0.0,1.0,15.0,3.056564762130954,αи∂ι ρ иαριтuρulu™,0.0,14.0,0.0,4.0,18.0,3.197159723424149,1.0,0.0,3.0,A Christian | Be a blessing | I LOVE #TRAVELLING| Drama| Movies liker| Studying in Yuan Ze University #TAIWAN| Mimpi sejuta dolar NTD is my dreaming|,149.0,515.0,939.0,0.5484558040468583,,12.0,,,False
44,2360378178,Addie_bo_baddie,1.0,12.0,0.0,2.0,15.0,2.8402239289418523,Addie Dupont,2.0,9.0,0.0,1.0,12.0,3.4182958340544896,0.0,0.0,2.0,I'll eat some breakfast then change the world,45.0,81.0,77.0,1.051948051948052,,2192.0,,,False
45,1018910047,YoOungNick,3.0,7.0,0.0,0.0,10.0,3.321928094887362,⛅,0.0,0.0,0.0,1.0,1.0,-0.0,1.0,0.0,1.0,Won't you let me be your Favorite? #VFT6,40.0,1327.0,739.0,1.7956698240866036,,1497.0,,,False
46,122047987,wileywtf,0.0,8.0,0.0,0.0,8.0,2.75,Wiley,1.0,4.0,0.0,0.0,5.0,2.321928094887362,0.0,0.0,1.0,My expectations are lower than your standards.We'd probably get on.,67.0,78.0,209.0,0.3732057416267942,,249.0,,,False
47,153288354,sarahvoverall,0.0,13.0,0.0,0.0,13.0,2.873140679513133,Sezzz ⭐️,1.0,4.0,0.0,3.0,8.0,2.4056390622295662,1.0,0.0,2.0,Welcome to my Kanye Nest; Please remember to be your Kanye Best ⭐️,66.0,369.0,86.0,4.290697674418604,,500.0,,,False
48,2697960505,bluewhiteboy14,0.0,12.0,2.0,0.0,14.0,3.521640636343318,Danny COYS ,5.0,4.0,0.0,2.0,11.0,3.095795255000934,0.0,0.0,2.0,,3.0,78.0,13.0,6.0,,1062.0,,,False
49,1093261646,Dready_Day,2.0,7.0,0.0,1.0,10.0,2.721928094887362,#FREECARTERV,11.0,0.0,0.0,1.0,12.0,2.792481250360578,0.0,1.0,1.0,Watch This Black Boy Fly,24.0,523.0,172.0,3.0406976744186047,,5160.0,,,False
50,24295753,MsAmbiguous,2.0,9.0,0.0,0.0,11.0,3.095795255000934,Nick (Rosie),2.0,7.0,0.0,3.0,12.0,3.4182958340544896,0.0,0.0,2.0,"May the best of your todays, be the worst of your tomorrows●Forca Barca●#23OverEverything●All views and opinions expressed are personal",135.0,471.0,337.0,1.397626112759644,,24.0,,,False
51,489042575,RyanTheFangirl,3.0,11.0,0.0,0.0,14.0,3.521640636343318,ryan | vo,0.0,6.0,0.0,3.0,9.0,2.94770277922009,0.0,0.0,3.0,Ryannnn! Fashioooonnnnnn!! - @VROmusic,38.0,1616.0,1196.0,1.351170568561873,,23832.0,,,False
