user_id,username,post_md_like,post_md_retweet,post_md_reply,post_md_quote,post_text,sentiment_results,post_sentiment_score,post_sentiment_numeric,post_text_length
B9092B7D-BFA5-472F-A06A-3E24CB1DA1B5,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
EC548887-E6E3-466D-9458-C8BF91EFFF24,,3.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A1DFA2C0-2F32-427F-A197-935511BE794A,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
DEABA2CA-1F51-42BB-93F3-80CE39A5C394,,6.0,,4.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
05870672-26A9-45C9-BD12-32BEDE554859,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
88ED0AEB-8EC8-43EA-9FB7-70AED92AC4F5,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
4E0F5A6F-67BD-4168-803E-781CB40B12C8,,11.0,,3.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
2684FD42-CDC1-4137-ADE6-33E873369605,,1.0,,1.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
86223114-2E3A-4817-ADF1-063D9AF80A32,,2.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
92C5692C-EA63-447C-8D6B-61307FC1F778,,58.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
5F9F2D49-FF98-421E-AC9F-B177860103D5,,61.0,,6.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
8AA5A755-081A-427A-820C-BEC99C701BB2,,75.0,,8.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
8A8A91BF-B943-4210-93F6-175EE1C6E831,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
FDD81256-23AB-44D0-A76D-2BED913C8C7E,,0.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
25759F95-0DBF-4AB0-BCF7-C23B742371A5,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
0C239C5A-1A5C-418B-B03B-5B5C0DDF93FA,,4.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
E4E9B721-F8EF-4E0E-8F33-7232227D2E64,,60.0,,4.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
A7B61B50-4853-441E-AD17-4F1EFECBCFE0,,30.0,,2.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
BA8DEA35-6774-4DA0-9835-33D08E10BCAB,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
3416E4B9-4A0A-4578-8523-C35750371CC9,,1.0,,0.0,,,"[{'label': 'positive', 'score': 0.4012986123561859}]",0.4012986123561859,1.0,0.0
