,user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected
0,9A60337F-64D3-468F-A20F-0017CD58C59A,,,,,,,,,,,,,,,,,,,,,,18.0,0,0.0,False,True
1,4026CA43-1F0D-42C7-AA7F-001E55ECB80A,,,,,,,,,,,,,,,,,,,,,,1.6896551724137931,20,0.0,False,False
2,0CA73C78-D1DF-4508-86CC-0044299A2560,,,,,,,,,,,,,,,,,,,,,,9.20253164556962,20,0.0,False,False
3,CC93AC1E-C388-4FCC-8742-0046662A0B01,,,,,,,,,,,,,,,,,,,,,,48.125,5,0.0,False,False
4,763D9B3F-55C4-44C2-87FB-004BF1A97D40,,,,,,,,,,,,,,,,,,,,,,4.142857142857143,0,0.0,False,True
5,830D9E9E-0AEA-468A-A002-0050694A8330,,,,,,,,,,,,,,,,,,,,,,51.86206896551724,0,0.0,False,True
6,1588F43E-7DED-4D60-82B4-005774AAEF48,,,,,,,,,,,,,,,,,,,,,,9.705882352941176,0,0.0,False,True
7,E6BF605E-FB96-4B65-8791-00618D006CF0,,,,,,,,,,,,,,,,,,,,,,21.5,3,0.0,False,False
8,F9377FED-8EB8-4818-B310-00699973B2F0,,,,,,,,,,,,,,,,,,,,,,2.361111111111111,20,0.0,False,False
9,82F3464E-4AEF-4B96-BEB4-006BBEB45585,,,,,,,,,,,,,,,,,,,,,,20.33333333333333,20,0.0,False,False
10,BDD6F023-5E34-4CB4-95E3-006F2C898AC0,,,,,,,,,,,,,,,,,,,,,,24.3343949044586,20,0.0,False,False
11,3F01BC03-75D5-48D4-8174-0072FD4A732C,,,,,,,,,,,,,,,,,,,,,,80.0,4,0.0,False,False
12,620BA564-0191-4DA4-B2A3-0079ADEEC003,,,,,,,,,,,,,,,,,,,,,,7.0,0,0.0,False,False
13,4ECA6558-D5FC-43A1-A60F-00973DD1B192,,,,,,,,,,,,,,,,,,,,,,8.0,0,0.0,False,False
14,72321EFA-F74C-462D-87C9-009DBF11098B,,,,,,,,,,,,,,,,,,,,,,28.904761904761905,1,0.0,False,False
15,022FB03A-8805-401D-907E-00A260D9194A,,,,,,,,,,,,,,,,,,,,,,40.71428571428572,3,0.0,False,False
16,EF69985F-F76C-43D2-92F2-00A2FA064B5A,,,,,,,,,,,,,,,,,,,,,,2.9565217391304346,0,0.0,False,False
17,26B04375-A6C0-4659-86CD-00A886688E6D,,,,,,,,,,,,,,,,,,,,,,4.8986175115207375,20,0.0,False,False
18,69E033D0-6249-426B-882E-00AE192F18BA,,,,,,,,,,,,,,,,,,,,,,34.77777777777778,20,0.0,False,False
19,635F02EB-2493-46B0-BBCA-00C643109308,,,,,,,,,,,,,,,,,,,,,,3.0625,10,0.0,False,False
20,3FCA5356-E25E-44F2-B27D-00C83482CE38,,,,,,,,,,,,,,,,,,,,,,42.0,0,0.0,False,False
