user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,label
,,,,,,,,,,,,,,,,,1.0,,0.0,494.0,545.0,0.9064220183486239,108.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,331.0,333.0,0.993993993993994,1.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,137.0,155537.0,1395.0,111.49605734767025,1065.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,18.0,1746.0,1631.0,1.0705088902513795,65.0,,,True,False
,,,,,,,,,,,,,,,,,0.0,,0.0,167.0,387.0,0.4315245478036176,10.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,33.0,99.0,178.0,0.5561797752808989,59.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,20.0,106.0,133.0,0.7969924812030075,20.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,189.0,177.0,1.0677966101694916,3.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,20.0,668.0,294.0,2.272108843537415,75.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,87.0,1662.0,1065.0,1.56056338028169,131.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,33.0,37.0,0.8918918918918919,3.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,483.0,1216.0,0.3972039473684211,57.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,264.0,151.0,1.7483443708609272,14.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,23.0,796.0,1155.0,0.6891774891774892,6.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,137.0,714.0,1159.0,0.6160483175150993,664.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,105.0,98.0,1.0714285714285714,8.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,96.0,122.0,143.0,0.8531468531468531,17.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,18.0,178.0,245.0,0.726530612244898,14.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,54.0,1759.0,643.0,2.735614307931571,75.0,,,False,False
,,,,,,,,,,,,,,,,,10.0,,131.0,45834.0,280.0,163.69285714285715,2.0,,,False,False
,,,,,,,,,,,,,,,,,3.0,,25.0,298.0,555.0,0.5369369369369369,52.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,93.0,380510.0,0.0,,751.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,46.0,255.0,535.0,0.4766355140186916,83.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,19.0,805.0,488.0,1.6495901639344261,42.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,70.0,17303.0,360.0,48.06388888888889,227.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,109.0,109.0,179.0,0.6089385474860335,57.0,,,True,False
,,,,,,,,,,,,,,,,,0.0,,0.0,389.0,806.0,0.4826302729528536,158.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,40.0,12945.0,813.0,15.92250922509225,213.0,,,False,False
,,,,,,,,,,,,,,,,,3.0,,148.0,413.0,138.0,2.9927536231884058,9.0,,,False,False
,,,,,,,,,,,,,,,,,4.0,,105.0,781.0,529.0,1.4763705103969755,145.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,218.0,75.0,2.9066666666666667,9.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,490.0,1093.0,0.44830741079597436,114.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,30.0,427.0,470.0,0.9085106382978724,281.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,112.0,743.0,331.0,2.2447129909365557,22.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,17.0,416.0,292.0,1.4246575342465753,63.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,12.0,64.0,261.0,0.24521072796934865,26.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,23.0,3678.0,1359.0,2.706401766004415,433.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,138.0,687.0,1517.0,0.45286750164798945,980.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,42.0,541.0,701.0,0.7717546362339515,111.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,18.0,461.0,1055.0,0.4369668246445498,118.0,,,True,False
,,,,,,,,,,,,,,,,,0.0,,123.0,971.0,2047.0,0.47435271128480705,107.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,24.0,91446.0,526.0,173.85171102661596,580.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,38.0,459.0,390.0,1.176923076923077,334.0,,,True,False
,,,,,,,,,,,,,,,,,4.0,,81.0,669987.0,150.0,4466.58,344.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,26.0,1456.0,1200.0,1.2133333333333334,241.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,0.0,497.0,438.0,1.134703196347032,5.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,404.0,283.0,1.4275618374558303,94.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,393.0,502.0,0.7828685258964143,119.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,35.0,417.0,362.0,1.1519337016574585,77.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,361.0,562.0,0.6423487544483986,12.0,,,False,False
,,,,,,,,,,,,,,,,,9.0,,133.0,602517.0,482.0,1250.0352697095436,307.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,82.0,414.0,651.0,0.6359447004608295,679.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,49.0,205558.0,53.0,3878.4528301886794,560.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,55.0,622.0,475.0,1.3094736842105263,220.0,,,False,False
,,,,,,,,,,,,,,,,,3.0,,0.0,150.0,178.0,0.8426966292134831,11.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,27.0,220.0,323.0,0.6811145510835913,16.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,4.0,132.0,183.0,0.7213114754098361,4.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,56.0,114.0,0.49122807017543857,30.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,8.0,166.0,163.0,1.01840490797546,8.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,30.0,205.0,164.0,1.25,33.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,12.0,303.0,417.0,0.7266187050359713,8.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,35.0,744.0,967.0,0.7693898655635988,719.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,68.0,802.0,151.0,5.311258278145695,100.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,9.0,13.0,0.6923076923076923,2.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,28.0,494.0,998.0,0.49498997995991983,106.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,54.0,565.0,469.0,1.2046908315565032,77.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,11.0,3800.0,278.0,13.66906474820144,32.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,10.0,791.0,456.0,1.7346491228070176,8.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,48.0,5282.0,652.0,8.10122699386503,222.0,,,False,False
,,,,,,,,,,,,,,,,,4.0,,54.0,777.0,148.0,5.25,77.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,876.0,529.0,1.6559546313799622,142.0,,,False,False
,,,,,,,,,,,,,,,,,3.0,,28.0,470.0,288.0,1.6319444444444444,172.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,1926.0,1410.0,1.3659574468085107,698.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,0.0,7007.0,289.0,24.24567474048443,59.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,64.0,223.0,266.0,0.8383458646616542,22.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,5.0,196.0,209.0,0.937799043062201,10.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,1078.0,76.0,14.18421052631579,33.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,61.0,1152.0,292.0,3.9452054794520546,217.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,209.0,276.0,0.7572463768115942,9.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,28.0,486.0,862.0,0.5638051044083526,58.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,97.0,202.0,605.0,0.3338842975206612,188.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,16.0,2556.0,1074.0,2.3798882681564244,58.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,35.0,655.0,1016.0,0.6446850393700787,43.0,,,True,False
,,,,,,,,,,,,,,,,,6.0,,117.0,326946.0,3.0,108982.0,663.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,34.0,410.0,387.0,1.0594315245478036,14.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,3.0,108.0,97.0,1.1134020618556701,12.0,,,False,False
,,,,,,,,,,,,,,,,,3.0,,0.0,62.0,47.0,1.3191489361702127,9.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,146.0,10794.0,3164.0,3.411504424778761,52.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,0.0,59.0,55.0,1.0727272727272728,28.0,,,True,False
,,,,,,,,,,,,,,,,,0.0,,18.0,1008.0,517.0,1.9497098646034816,133.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,149.0,484.0,3296.0,0.14684466019417475,92.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,48.0,1128.0,694.0,1.6253602305475505,1570.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,0.0,15338538.0,61.0,251451.44262295082,148.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,24.0,150.0,157.0,0.9554140127388535,19.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,126.0,228.0,238.0,0.957983193277311,5.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,149.0,814.0,1111.0,0.7326732673267327,247.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,18.0,855.0,151.0,5.662251655629139,59.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,19.0,751.0,577.0,1.3015597920277295,65.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,318.0,523.0,0.6080305927342257,18.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,3.0,373.0,360.0,1.0361111111111112,56.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,77.0,2267.0,466.0,4.864806866952789,463.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,19.0,1158.0,3932.0,0.2945066124109868,917.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,133.0,881.0,375.0,2.3493333333333335,396.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,106.0,2338.0,776.0,3.0128865979381443,526.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,31182.0,414.0,75.31884057971014,411.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,36.0,807.0,675.0,1.1955555555555555,111.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,4.0,717.0,223.0,3.2152466367713006,42.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,63.0,34670.0,1878.0,18.461128860489882,378.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,76.0,225.0,356.0,0.6320224719101124,6.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,55.0,3551.0,173.0,20.526011560693643,69.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,7.0,406.0,408.0,0.9950980392156863,5.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,0.0,966.0,952.0,1.0147058823529411,53.0,,,True,False
,,,,,,,,,,,,,,,,,0.0,,47.0,510.0,185.0,2.7567567567567566,2.0,,,True,False
,,,,,,,,,,,,,,,,,5.0,,71.0,216.0,305.0,0.7081967213114754,8.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,1051.0,694.0,1.5144092219020173,93.0,,,True,False
,,,,,,,,,,,,,,,,,0.0,,0.0,1261.0,2187.0,0.5765889346136259,353.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,17.0,711.0,673.0,1.0564635958395245,44.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,30.0,488.0,604.0,0.8079470198675497,35.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,56.0,498.0,337.0,1.4777448071216617,51.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,320377.0,228.0,1405.1622807017543,69.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,39.0,223.0,694.0,0.32132564841498557,251.0,,,True,False
,,,,,,,,,,,,,,,,,7.0,,24.0,654.0,535.0,1.222429906542056,465.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,0.0,1113.0,1854.0,0.6003236245954693,416.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,464.0,1039.0,0.4465832531280077,1020.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,46.0,50374.0,900.0,55.971111111111114,254.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,14.0,228.0,346.0,0.6589595375722543,13.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,50.0,122.0,177.0,0.6892655367231638,16.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,6.0,300.0,372.0,0.8064516129032258,13.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,34.0,81.0,268.0,0.30223880597014924,2.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,54.0,9884.0,1173.0,8.42625745950554,648.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,9.0,408.0,635.0,0.6425196850393701,91.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,0.0,355.0,137.0,2.591240875912409,247.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,11.0,417.0,395.0,1.0556962025316456,19.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,0.0,77.0,34.0,2.264705882352941,1.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,91.0,1761.0,905.0,1.9458563535911602,135.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,1298.0,407.0,3.189189189189189,80.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,86.0,96.0,499.0,0.19238476953907815,25.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,19.0,947.0,582.0,1.627147766323024,78.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,516.0,463.0,1.1144708423326133,70.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,15.0,815.0,748.0,1.089572192513369,85.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,0.0,539.0,639.0,0.8435054773082942,122.0,,,False,False
,,,,,,,,,,,,,,,,,3.0,,24.0,419.0,271.0,1.5461254612546125,144.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,24.0,699.0,599.0,1.1669449081803005,20.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,5.0,2598.0,802.0,3.239401496259352,60.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,9.0,335.0,300.0,1.1166666666666667,34.0,,,True,False
,,,,,,,,,,,,,,,,,0.0,,0.0,4328.0,418.0,10.354066985645932,98.0,,,False,False
,,,,,,,,,,,,,,,,,3.0,,46.0,257.0,346.0,0.7427745664739884,7.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,71.0,10240.0,1255.0,8.159362549800797,149.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,27.0,759.0,956.0,0.7939330543933054,285.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,81.0,691.0,680.0,1.0161764705882352,50.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,98.0,59.0,111.0,0.5315315315315315,4.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,40.0,492.0,689.0,0.714078374455733,65.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,42.0,18842.0,744.0,25.3252688172043,400.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,0.0,265.0,264.0,1.003787878787879,103.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,73.0,1572.0,3504.0,0.4486301369863014,330.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,0.0,916.0,1142.0,0.8021015761821366,137.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,19.0,2719.0,1061.0,2.5626767200754004,1159.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,84.0,1027419.0,293.0,3506.5494880546075,932.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,81.0,741.0,1440.0,0.5145833333333333,101.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,132.0,213.0,254.0,0.8385826771653543,9.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,58.0,1247.0,1196.0,1.0426421404682273,8.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,552.0,521.0,1.0595009596928984,19.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,1358.0,127.0,10.692913385826772,81.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,1167.0,618.0,1.8883495145631068,89.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,33.0,2055.0,993.0,2.069486404833837,62.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,80.0,77.0,107.0,0.719626168224299,15.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,149.0,39867.0,4664.0,8.547813036020584,130.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,89.0,121.0,0.7355371900826446,9.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,35.0,634.0,719.0,0.8817802503477051,328.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,134.0,120.0,112.0,1.0714285714285714,74.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,54.0,1188.0,365.0,3.254794520547945,76.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,4347.0,748.0,5.811497326203209,389.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,27.0,6741307.0,111.0,60732.495495495496,334.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,89.0,138.0,208.0,0.6634615384615384,13.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,44.0,8578.0,164.0,52.30487804878049,156.0,,,False,False
,,,,,,,,,,,,,,,,,0.0,,0.0,318.0,569.0,0.5588752196836555,62.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,12.0,456.0,413.0,1.1041162227602905,16.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,400.0,449.0,0.89086859688196,8.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,87.0,40.0,2.175,0.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,0.0,99.0,488.0,0.2028688524590164,9.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,69.0,248.0,490.0,0.5061224489795918,209.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,123.0,87.0,399.0,0.21804511278195488,126.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,32.0,742.0,653.0,1.1362940275650841,62.0,,,True,False
,,,,,,,,,,,,,,,,,3.0,,50.0,392.0,237.0,1.6540084388185654,6.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,59.0,14222.0,7399.0,1.9221516421137992,7.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,134.0,265.0,321.0,0.8255451713395638,31.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,159.0,98.0,1.6224489795918366,13.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,0.0,748.0,4659.0,0.1605494741360807,711.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,143.0,14890.0,7369.0,2.020626950739585,273.0,,,True,False
,,,,,,,,,,,,,,,,,5.0,,67.0,4177.0,3678.0,1.1356715606307777,4.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,0.0,99.0,132.0,0.75,7.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,37.0,22.0,1.6818181818181819,3.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,48.0,5282.0,652.0,8.10122699386503,222.0,,,False,False
,,,,,,,,,,,,,,,,,2.0,,45.0,130.0,622.0,0.2090032154340836,8.0,,,True,False
,,,,,,,,,,,,,,,,,1.0,,0.0,765.0,424.0,1.804245283018868,571.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,0.0,266.0,324.0,0.8209876543209876,5.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,37.0,178.0,81.0,2.197530864197531,32.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,122.0,186.0,174.0,1.0689655172413792,15.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,29.0,1439.0,629.0,2.287758346581876,221.0,,,False,False
,,,,,,,,,,,,,,,,,5.0,,64.0,35.0,6.0,5.833333333333333,3.0,,,True,False
,,,,,,,,,,,,,,,,,2.0,,113.0,5406.0,589.0,9.178268251273344,209.0,,,False,False
,,,,,,,,,,,,,,,,,1.0,,67.0,3896490.0,351.0,11101.111111111111,301.0,,,False,False
