user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,post_md_like_mean,post_md_like_std,post_md_retweet_mean,post_md_retweet_std,post_md_reply_mean,post_md_reply_std,post_md_quote_mean,post_md_quote_std,post_text_length_mean,post_text_length_std,post_sentiment_score_mean,post_sentiment_score_std,post_sentiment_numeric_mean,post_sentiment_numeric_std,post_sentiment_numeric_prop_positive,post_sentiment_numeric_prop_neutral,post_sentiment_numeric_prop_negative,label
19335843,qubyte,0.0,6.0,0.0,0.0,6.0,2.584962500721156,Mark Everitt,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,server side + game software developer and one time quantum information scientist.,81.0,0.0290609313541364,0.029057533809133007,0.02906023241077142,0.029060056471289415,0.029057331330705816,0.02905675338951603,0.7384738098357205,0.029058230249127574,0.02905671755918099,0.029058403590418756,5.37989735354046,5.4680601411351315,0.9838767706793419,,5.71042701737487,,,,,,,,,,,,,,,,,,,,False
14626600,adelamaide,0.0,10.0,0.0,0.0,10.0,2.4464393446710155,Amy Delamaide,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,helping out at the intersection of policy and practice. making meetings and conference calls more useful. trying not to take myself too seriously.,146.0,0.030931972152994695,0.030932452035825307,0.0309360598602987,0.030931650002746575,0.03093141791821348,0.7215876101316702,0.030936239652889944,0.030930425271758072,0.030930425385152387,0.030951747588450634,7.118826249062078,6.278521424165844,1.1338380118704263,,8.182279739259018,,,,,,,,,,,,,,,,,,,,False
472301455,KeatonPatti,2.0,9.0,0.0,0.0,11.0,2.8453509366224368,Keaton Patti,2.0,9.0,0.0,1.0,12.0,3.0220552088742,0.0,0.0,2.0,future constellation.,21.0,0.050001181936469824,0.0500000004684667,0.5499973797058678,0.050000000474116554,0.05000000052835781,0.050000000490361025,0.050001435050905214,0.050000000446897994,0.050000000480611144,0.050000000417945764,6.416732282512326,5.723585101952381,1.1211036733468862,,6.395261598115449,,,,,,,,,,,,,,,,,,,,False
1117124389,nickclement_,0.0,11.0,0.0,1.0,12.0,3.084962500721156,Nick Clement,2.0,9.0,0.0,1.0,12.0,3.4182958340544896,0.0,0.0,2.0,"instead of searching for a hundred reasons to quit, look at the thousand reasons not to.",88.0,0.036618215388816176,0.036617264914384974,0.036613554240380666,0.03661355413301212,0.03661355430161876,0.03661938570197124,0.036617561316481084,0.036613554032119605,0.6704578287236926,0.03661552724752276,4.983606621708336,5.187385805840755,0.960716400946509,,6.519147287940395,,,,,,,,,,,,,,,,,,,,False
17801629,BoloBoffin,2.0,8.0,0.0,0.0,10.0,2.446439344671015,Joseph Nobles,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,mendacity pointed out while-u-wait. liberated by science! gay. atheist. liberal. screenwriter. rt usually = wtf or oop. http://t.co/gywtfirvqb,142.0,0.02909301534054697,0.029092260953074208,0.029092748857957262,0.029095345489818597,0.7381593997615602,0.02909306278820789,0.029091416267611102,0.02909241197191656,0.029092393513289242,0.0290979450560179,6.9167150203536085,7.471363088187097,0.9257634702949402,,6.8001700683022,,,,,,,,,,,,,,,,,,,,False
25578056,rachelfberry,0.0,12.0,0.0,0.0,12.0,3.0220552088742,Rachel Berry,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,former londoner embarking on a kiwi adventure!,46.0,0.0500000005005275,0.050000000480992485,0.05000000052235372,0.05000000048680598,0.050000000542633545,0.05000000050352262,0.5499999955872409,0.050000000453412546,0.050000000493489044,0.05000000042902159,5.2832037287379885,5.91350300563827,0.8934135526270439,,6.595780513961311,,,,,,,,,,,,,,,,,,,,False
576967621,GulasMehmet,2.0,9.0,0.0,0.0,11.0,3.277613436819116,Mehmet Emin Gülas,3.0,12.0,0.0,2.0,17.0,3.734521664779752,0.0,0.0,3.0,i̇stanbul aydın üniversitesi i̇nşaat mühendisliği #hemşi̇nli̇#f&f instagram:mehmetgulas,87.0,0.05000000011815636,0.05000200529326282,0.05000183052385304,0.05000208704991867,0.05000158396493162,0.05000061483458991,0.5499897653605968,0.05000197628036066,0.05000000011645912,0.05000013645787092,5.247024072160486,4.867534450455582,1.077963417735931,,7.9294865233142895,,,,,,,,,,,,,,,,,,,,False
2688868016,saquus,0.0,6.0,0.0,0.0,6.0,1.9182958340544896,Phillip Dawson,2.0,11.0,0.0,1.0,14.0,3.521640636343319,0.0,0.0,2.0,56 yr old guy who accidentally ended up with a  twitter account; and i'm loving it. most images shared here are taken by others.,128.0,0.0310113284067907,0.03101517736296597,0.031013412504770688,0.031011607296919208,0.0310132485994779,0.031063174976537385,0.03101814235826553,0.7208276643547348,0.031011328390750204,0.031014915748787633,4.0943445622221,4.897839799950911,0.8359490570236977,,4.795790545596741,,,,,,,,,,,,,,,,,,,,False
134172658,franwords,0.0,9.0,0.0,0.0,9.0,2.94770277922009,F.T.S-H-D-M,6.0,0.0,0.0,5.0,11.0,2.845350936622437,0.0,0.0,1.0,poet. illustrator. artist.pianist. soundcloud/franwords,55.0,0.04148740119399753,0.04148740116764998,0.04148848704204864,0.04148860181614505,0.04148788568973199,0.04148740119671726,0.04148823061283531,0.04148821067878136,0.6266089795015154,0.04148740110057749,6.556778356158042,7.404887575616125,0.8854662936070956,,3.332204510175204,,,,,,,,,,,,,,,,,,,,False
588325943,Squarology,1.0,9.0,0.0,0.0,10.0,3.121928094887362,Squarology,1.0,9.0,0.0,0.0,10.0,3.121928094887362,0.0,0.0,1.0,luckiest guy in the world :),28.0,0.04152854172751569,0.04153633067918723,0.04152932117447435,0.04152848275599003,0.041537876562408885,0.041531337777113625,0.6262070979714314,0.04154191194938772,0.04152806546885354,0.04153103393363756,6.066108090103747,0.6931471805599453,8.751544059089097,,4.174387269895637,,,,,,,,,,,,,,,,,,,,False
