user_id,username,username_uppercase,username_lowercase,username_numeric,username_special,username_length,username_se,screenname,screenname_uppercase,screenname_lowercase,screenname_numeric,screenname_special,screenname_length,screenname_se,screenname_emoji,screenname_hashtag,screenname_word,description,description_length,user_md_follower,user_md_following,user_md_follow_ratio,user_md_total_post,user_md_total_like,user_md_verified,user_md_protected,post_md_like_mean,post_md_like_std,post_md_retweet_mean,post_md_retweet_std,post_md_reply_mean,post_md_reply_std,post_md_quote_mean,post_md_quote_std,post_text_length_mean,post_text_length_std,post_sentiment_score_mean,post_sentiment_score_std,post_sentiment_numeric_mean,post_sentiment_numeric_std,post_sentiment_numeric_prop_positive,post_sentiment_numeric_prop_neutral,post_sentiment_numeric_prop_negative,label
19335843,qubyte,0.0,6.0,0.0,0.0,6.0,2.584962500721156,Mark Everitt,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,server side + game software developer and one time quantum information scientist.,81.0,216.0,236.0,0.9152542372881356,,301.0,,,,,,,,,,,,,,,,,,,,False
14626600,adelamaide,0.0,10.0,0.0,0.0,10.0,2.4464393446710155,Amy Delamaide,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,helping out at the intersection of policy and practice. making meetings and conference calls more useful. trying not to take myself too seriously.,146.0,1234.0,532.0,2.319548872180451,,3576.0,,,,,,,,,,,,,,,,,,,,False
472301455,KeatonPatti,2.0,9.0,0.0,0.0,11.0,2.8453509366224368,Keaton Patti,2.0,9.0,0.0,1.0,12.0,3.0220552088742,0.0,0.0,2.0,future constellation.,21.0,611.0,305.0,2.00327868852459,,598.0,,,,,,,,,,,,,,,,,,,,False
1117124389,nickclement_,0.0,11.0,0.0,1.0,12.0,3.084962500721156,Nick Clement,2.0,9.0,0.0,1.0,12.0,3.4182958340544896,0.0,0.0,2.0,"instead of searching for a hundred reasons to quit, look at the thousand reasons not to.",88.0,145.0,178.0,0.8146067415730337,,677.0,,,,,,,,,,,,,,,,,,,,False
17801629,BoloBoffin,2.0,8.0,0.0,0.0,10.0,2.446439344671015,Joseph Nobles,2.0,10.0,0.0,1.0,13.0,3.238901256602631,0.0,0.0,2.0,mendacity pointed out while-u-wait. liberated by science! gay. atheist. liberal. screenwriter. rt usually = wtf or oop. http://t.co/gywtfirvqb,142.0,1008.0,1756.0,0.5740318906605922,,897.0,,,,,,,,,,,,,,,,,,,,False
25578056,rachelfberry,0.0,12.0,0.0,0.0,12.0,3.0220552088742,Rachel Berry,2.0,9.0,0.0,1.0,12.0,3.2516291673878226,0.0,0.0,2.0,former londoner embarking on a kiwi adventure!,46.0,196.0,369.0,0.5311653116531165,,731.0,,,,,,,,,,,,,,,,,,,,False
576967621,GulasMehmet,2.0,9.0,0.0,0.0,11.0,3.277613436819116,Mehmet Emin Gülas,3.0,12.0,0.0,2.0,17.0,3.734521664779752,0.0,0.0,3.0,i̇stanbul aydın üniversitesi i̇nşaat mühendisliği #hemşi̇nli̇#f&f instagram:mehmetgulas,87.0,189.0,129.0,1.4651162790697674,,2777.0,,,,,,,,,,,,,,,,,,,,False
2688868016,saquus,0.0,6.0,0.0,0.0,6.0,1.9182958340544896,Phillip Dawson,2.0,11.0,0.0,1.0,14.0,3.521640636343319,0.0,0.0,2.0,56 yr old guy who accidentally ended up with a  twitter account; and i'm loving it. most images shared here are taken by others.,128.0,59.0,133.0,0.44360902255639095,,120.0,,,,,,,,,,,,,,,,,,,,False
134172658,franwords,0.0,9.0,0.0,0.0,9.0,2.94770277922009,F.T.S-H-D-M,6.0,0.0,0.0,5.0,11.0,2.845350936622437,0.0,0.0,1.0,poet. illustrator. artist.pianist. soundcloud/franwords,55.0,703.0,1643.0,0.42787583688374925,,27.0,,,,,,,,,,,,,,,,,,,,False
588325943,Squarology,1.0,9.0,0.0,0.0,10.0,3.121928094887362,Squarology,1.0,9.0,0.0,0.0,10.0,3.121928094887362,0.0,0.0,1.0,luckiest guy in the world :),28.0,430.0,1.0,430.0,,64.0,,,,,,,,,,,,,,,,,,,,False
88640630,viciousversace,0.0,14.0,0.0,0.0,14.0,3.09306920777189,$,0.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,1.0,flawless mess,13.0,2340.0,302.0,7.748344370860927,,2220.0,,,,,,,,,,,,,,,,,,,,False
